"","id","Job.Title","Job.Description","Est_Salary","Max_Salary","Min_Salary","City","State","Easy.Apply","Revenue_USD","Rating","Size","Industry","Sector","Type.of.ownership","Years_Founded","Company.Name","lat","lon"
"678",10072,"business analyst","The Business Analyst will create methods to collect and report data related to things such as supply chain velocity, equipment usage, and company performance. The Analyst will also help to parse, segment, and analyze data from multiple sources that will help us drive informed decisions to our customers about their supply chain. A successful candidate will be willing to roll up his/her sleeves to dive into the details and resolve issues by establishing the root cause. Our employees are flexible, willing to stretch themselves across multiple functions to support our business needs.Basic Experience
Bachelor's degree in Business, Finance, Statistics
5+ years' experience working with large highly transactional datasets to draw insights and create organizational value
2-5 years' experience working with leading BI Visualization Tool (Tableau, QlikView, PowerBI etc)
Experience working with Commercial data to understand usage patterns and Customer Yields to build and present sales analysis
Experience working with Financial data and can identify P&L weakness and Cash Flow implications
Proficient in MS Excel, (Macros, Pivot tables, Vlookup)
2-5 years' experience working in Intermodal Transportation
Preferred Experience:
1-2 years' experience working with Big Data Projects
1-2 years' experience in SQL
1-2 years' experience in VBA
Experience in R Programming
Experience working with Predictive Analytical Models
Experience working with IT and Business to develop an organizations BI capability
Dive deep into the data to learn the customer's supply chain, analyze the data and present insights that add value to the customers supply chain performance to create customer stickiness
Interact with customers to gather and develop reporting requirements
Improve and prioritize safe guards in the business process to protect data integrity by working to catch anomalies in the sensor array or system inputs.
Help define tools that make repeatable work faster and more efficient.
Performs budget vs actual variance analysis, conducts economic and operational analyses in support of capital investments, project analyses, contract evaluations or decision-making on operational alternatives and interfacing with all operating and financial management in measurement and/or development of operational targets and programs.
Strong business background to define the right business requirements and lead in the conceptualization and development of data visualization and analytics to provide actionable insights for operations and management decision making
About Aston Carter:

Aston Carter is a distinguished global provider of recruitment and staffing services to companies requiring highly specialized business professionals. As a Best of Staffing? Client and Talent leader, Aston Carter has an unrivaled commitment to delivering first class service to clients and business professionals across a variety of disciplines, including Accounting and Finance as well as Governance, Risk and Compliance. With more than 60 offices across Europe, Asia Pacific and North America, Aston Carter provides local, regional and global expertise to drive value and meet our customers' unique needs. Aston Carter is a division of Aerotek. Aerotek is an operating company of Allegis Group, a global talent solutions provider.

Job Requirements:",70,91,49,"Scottsdale","AZ",NA,"Unknown",4.5,"201 to 500 employees","Staffing & Outsourcing","Business Services","Company - Private",23,"Aston Carter",33.4942,-111.926018
"679",10073,"Data/Business Analyst","U-Haul Corporate Headquarters
U-Haul International
2727 N Central Ave
PHOENIX , AZ

Description:
U-Haul Operations IT Group is seeking a talented data/business analyst to join our team. You will join a team of talented professionals who work collaboratively with developers, project managers, and usability experts to carry our projects to completion. This role will evolve as a unique position with lots of room for growth and a variety of responsibilities based on the business needs.
Responsibilities
Collect customer requirements, determine technical issues and create written requirements
Identify current process flows and methods to improve data collection, provide analysis and reporting to meet business area needs
Track and fully document changes for functional and business specifications; write detailed universally understood procedures for permanent records and for use in training.
Create tutorials to help end-users use a variety of applications
Provides technical assistance in training, mentoring, and coaching professional and technical staff.
Develops training curriculum and conducts formal training sessions covering assigned systems module.
Work with internal teams to obtain an in-depth understanding of the projects and the documentation requirements
Produce high-quality documentation that meets applicable standards and is appropriate for its intended audience
Must work closely with the Accounting Ledger and Sub-ledger Team
Write easy-to-understand user interface text, online help and developer guides
Must be organized, efficient and a motivated self-starter
Excellent written and verbal skill
Excellent analysis and problem solving skills
Strong interpersonal communication skills, verbal, listening and written
Assist with administrative projects, agendas, meeting notes and action items follow-up
Assist with project testing requirements and training documentation
Requires meticulous attention to detail but also has the capability to be a free-form thinker.

Requirements:
Proven working experience in technical writing of software documentation
Ability to deliver high quality documentation paying attention to detail
Ability to quickly grasp complex technical concepts and make them easily understandable in text and pictures
Excellent written skills in English
Strong working knowledge of Microsoft Office
Basic familiarity with the SDLC and software development
Knowledge of Mainframe processes would be a plus
Knowledge of COBOL would be a plus

Education/Training:
University degree in Computer Science or equivalent preferred
Work Status:
Full-Time

Location:
2727 N Central Ave, Phoenix, Arizona 85036 United States of America

U-Haul is an equal opportunity employer. All applicants for employment will be considered without regard to race, color, religion, sex, national origin, physical or mental disability, veteran status, or any other basis protected by applicable federal, provincial, state or local law. Individual accommodations are available on requests for applicants taking part in all aspects of the selection process. Information obtained during this process will only be shared on a need to know basis.",70,91,49,"Phoenix","AZ",NA,"10+ billion",3.1,"10000+ employees","Truck Rental & Leasing","Transportation & Logistics","Company - Public",75,"Uhaul",33.4484,-112.074142
"680",10074,"Data Analyst","Bigger challenges. Bolder ideas. Global impact. At Viasat, we're on a mission to deliver connections with the capacity to change the world. We're the company behind the world's fastest satellite internet service, with technology that's helping to bridge the digital divide and improve life for our customers around the globe. By providing powerful new ways for people to connect with one another, gain greater access to education, entertainment, medical research, commerce, and much more, our team is empowering millions of customers worldwide. We're looking for passionate, innovative professionals to join our team and connect the world to more. You'll work in a collaborative and inclusive environment that values diverse perspectives and continuous learning, and provides industry-leading benefits with unmatched opportunities for career growth. Our team is fearless in pursuit of new ideas and uncompromising in our quest to become the world's first truly global Internet Service Provider. Interested in joining our mission? Take a look at career opportunities at Viasat today.Job ResponsibilitiesAs a Data Analyst on the Business Operations team, you will provide analytics and insights into manufacturing and business systems in support of broad program areas across Viasat. A significant amount of this role's responsibility is aggregating, cleansing, joining, and storing data from varied sources. The talented individual in this position will develop analytical models while automating reporting and bringing the data visualization to life by building dashboards for stakeholders to use. The Data Analyst will perform data analyses encompassing in a range of analytic capabilities including but not limited to: statistical analysis, regression, time-series analysis, control charting, simulation, and other mathematical techniques.Responsibilities include:Parse and manipulate raw data leveraging tools including R, Python, Tableau, Alteryx, Pentaho or Informatic with a strong preference for PythonIngest, understand, and fully synthesize large amounts of data from multiple sources to build a full comprehension of the storyAnalyze large data sets, while finding the truth in data, and develop efficient processes for data analysis and simple, elegant visualizationDevelop and automate daily, monthly, quarterly reporting for multiple business areas within ViasatIdentifies data gaps, researches methods to fill these gaps and provide recommendationsGather and analyze facts and devise solutions to administrative problems Monitor big data with Business Intelligence tools, simulation, modeling, and statisticsExperience building intuitive and actionable dashboards and data visualizations that drive business decisions (Tableau or similar) Requirements3-5 years SQL experience3-5 years data analysis experience with emphasis in reporting 2-3 years Python experience in data cleansing, statistics, and data visualization packages (i.e. pandas, scikit-learn, matplotlib, seaborn, plotly, etc.)Strong statistics/SPC background 2-3 years Tableau experience or equivalent with data visualization toolsBackground in data visualization and decision support leveraging open source libraries/packages and third-party tools (Tableau or similar)Excellent judgment, critical-thinking, and decision-making skills; can balance attention to detail with swift executionAble to identify stakeholders, build relationships, and influence others to drive progressExcellent analytical and problem solving skillsStrong oral and written communication skillsStrong statistical backgroundBachelors degree in a related fieldUp to 10% of travelUS Citizenship is requiredPreferencesStrong preference for personal projects and work in Python Data Science experienceAlteryx experience preferredOracle EBS experience desiredOracle Business Intelligence (OBIEE) highly preferredExperience in Data Science and developing machine learning algorithmsTo learn more about this site and other office locations, please click here!_______#LI-CSI
Additional requirements
Minimum education:
BA/BS
Years of experience:
3-5 years
Travel:
Up to 10%
Citizenship:
US Citizenship Required
Clearance:
None
PDN-VSAT5580-1",70,91,49,"Phoenix","AZ",NA,"25-50 million",4.1,"5001 to 10000 employees","Telecommunications Services","Telecommunications","Company - Public",34,"Viasat",33.4484,-112.074142
"681",10075,"Data Analyst","Job Description
We are currently seeking an innovative, disciplined, and results-oriented Data Analyst with relevant technical, business, and influencing skills to work in the Data Strategy & Analytics group within the Corporate Finance organization.

As a Data Analyst, you will leverage Microsoft＊s Power Platform to create user-friendly dashboards, analysis, visualizations, and other end-to-end data solutions that support our company initiatives. Primary support/focus will be on our Public Access Business Segment, although cross over support to other business segments will occur.

The Data Analyst will also help drive and contribute to advancing the development of our Data Platform across the entire organization and to establish a best in class Data Strategy using the latest Microsoft Products.

About the role:
Design, develop and maintain a suite of best in class Data Strategy using Microsoft Power Platform
Simplify and communicate complex concepts to our Public Access business partners to drive data-driven outcomes
Advanced Data Visualization skillset to design and deploy Power BI Dashboards and Reports
Provide necessary technical coaching, mentoring, and training across multiple stakeholder groups to drive adoption of the Data Platform across the organization
Actively engage in the research and deployment of emerging technologies (i.e. Data Lake, Power Platform, Common Data Service, Common Data Model, etc.)
Flexible and capable of prioritizing competing tasks, timelines, and work streams
Minimum Qualifications:
Bachelor's degree in Business, Computer Science, Analytics, or another quantitative discipline
3+ years of experience as a Data Analyst creating solutions using Microsoft Power Platform
Advanced MS SQL experience
Experience with designing the data flow of the entire end-to-end Data Strategy landscape (i.e. source systems, data integration, consolidation, and reporting).
Ability to break down complex problems and projects into manageable goals and align data initiatives with the overall Data Platform Strategy.
Ability to influence across all levels of the organization and to partner effectively with cross-functional teams.
Experience with Finance systems, data concepts, and business processes.
Highly motivated self-starter with ability to work efficiently with minimal supervision and direction
Must be flexible and willing to work to meet the demands of the business which may include evenings, weekend, and holidays
International travel may be required, so must possess a valid Passport and/or Travel Documentation

Company Description
About NAGRA (Kudelski Group):
NAGRA is the worldwide leader in delivering secure, end-to-end digital media technologies that service providers can rapidly deploy to generate and protect revenues. Our solutions address the entire digital media ecosystem with a focus on leveraging innovations and elevating the consumers digital entertainment experience.

120 leading service providers worldwide have entrusted us as a natural ally for generating and securing revenue from content delivered to hundreds of millions subscribers.

NAGRA has unparalleled know-how and experience in the delivery of complete, end-to-end and secure digital media solutions, with a proven track record that spans two decades. NAGRA is independent from any media group or service provider, and is part of the Kudelski Group (SIX:KUD.S), a global technology leader.",70,91,49,"Phoenix","AZ",NA,"0.5-1 billion",3.5,"1001 to 5000 employees","Telecommunications Manufacturing","Telecommunications","Company - Public",69,"NAGRA (Kudelski Group)",33.4484,-112.074142
"682",10076,"Business Analyst/ QA Analyst","RESPONSIBILITIES:

Kforce has a client that is seeking a Business Analyst/ QA Analyst in Phoenix, AZ.

Description of Duties:
50%:
Develop test plans/scenarios/cases/scripts to ensure appropriate test coverage
Provide direction to developers to implement solutions per requirements
Execute testing based upon documented test cases/scripts and ensure applications tested meet customer defined business requirements per documented user acceptance criteria
Conduct user acceptance testing with end users to ensure implemented solution meets expectations
Document and track software defects as well as issues with performance and usability
30%:
Identify, evaluate, and document business needs and objectives, operational processes and procedures, problems and requirements
Understand the business case, and gaps in documented business process (as is vs. to be)
Perform requirements elicitation/documentation/management, as well as use case documentation (standard, alternate, and error) to assist developers in creation of solutions to meet business objectives
Leverage understanding to document meaningful user acceptance criteria for user stories
Capable of facilitating communication between stakeholders from all levels of the organization while objectively identifying and resolving conflict
20%:
Identify and document processes and procedures related to Business Analysis and Quality Assurance standards, including opportunities for improvement
Identify candidates for test automation, document test flow and data requirements/dependencies, and implement using approved tools
REQUIREMENTS:
Windows Server experience
SDLC - Agile (Scrum, Kanban) experience
Intermediate Visual Studio/TFS/VSTS experience
Intermediate VSTS experience
Intermediate STLC experience
Intermediate .Net Applications, ETL experience
Intermediate SQL Server 2008 R2 & 2016 experience
Intermediate MS Office (Word, Excel, PowerPoint, Access) experience
Nice-To-Have Skills:
MS Project experience
SSIS/SSRS experience
.Net 4 experience
Experience with Automated testing
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",70,91,49,"Phoenix","AZ",NA,"25-50 million",4.1,"10000+ employees","Staffing & Outsourcing","Business Services","Company - Public",54,"Kforce",33.4484,-112.074142
"683",10077,"Senior Business Analyst","Duties andKeyResponsibilities:

TheroleofSeniorBusiness Analystprovidescriticalinput to all development efforts. TheSeniorBusiness Analystworks closely with thedevelopment team,Professional Services, and Account Managementin all aspects of the setup and implementation ofTEMsystems and processes.A BA performs feasibility analyses, scopes projectdeliverables,writes and presents specifications, and validates development results. The BA understands development processesand is very analytical with problem-solving and conflict resolution skills to help identify, communicate and resolve issues.

Main duties:
Act as the voice of theCustomerwithin the development team.
Engage with client to understand their processes and gather ordering/procurement requirementsEnsure that all work items meet the definition of ready for the development team. This includes:
Ensuring the business benefits are known and captured.
Writing clear and concise specifications.
Facilitating the breakdown of Epics into User Stories?/Enabler Stories
Defining the acceptance criteria for all stories.
Ensuringthe team understand items in the product backlog.
Ensuring the non-functional requirements have been considered (Observability, Scalability, Maintainability etc.)
Build orderingcatalogsand inventory items from vendor data in order to define customer needs
Gather andanalyzecustomer reporting requirements in order to integrate them into our reporting offerings
Occasionally triage and troubleshoot support tickets, and create stories for the development team should they need further technical engagement
Review, test, and validate software deliverables to ensure that they meet stakeholder criteria
As with all members of the development team theBusiness Analystis to help continuously drive improvements within the team focusing around predictability, quality and throughput.

Skills/Experience/Personal Attributes:
Decisive: Able to make business critical decisions on priority of work by always considering what is best for the business.
Driven: Maximized value with minimized risk and balanced alignment of commitments, business needs, quality and feature/function.
Facilitator: An excellent facilitator of stakeholders, the Team, and customers such that solutions are driven forward in a timely and correctly prioritised manner.
Product Knowledge: Deeply knowledgeable about?all aspects of?their product area.
Continuous Improvement mindset: Help drive relentless improvement in everything we do.
Excellent verbal and written communication skills,including ability to effectively communicate with internal and external customers.
Capable of taking command and control of product level decisions in such a way that the speed of development is maintained.",70,91,49,"Phoenix","AZ",NA,"100-500 million",3.8,"501 to 1000 employees","Enterprise Software & Network Solutions","Information Technology","Company - Private",25,"MDSL",33.4484,-112.074142
"684",10079,"Business Analyst","The Business Analyst is a customer facing role tasked with defining, documenting, and managing the scope of a project. The Business Analyst is responsible for capturing and translating customer requirements into technical software and system specifications suitable for implementation, and managing the requirements through to final acceptance and delivery to the customer.
The Business Analyst works closely with the Solutions Architect and Solution Specialists to shape and define the system requirements and then manages the documentation and traceability of the requirements to ensure that the solution being delivered will satisfy the business needs of the customer and that the solution is in line with the Vix product and commercial strategy.
The Business Analyst is the scope manager for the system and manages the customer through the change management process. The Business Analyst provides clarification to the customer and system implementers on the requirements.
The Business Analyst will work closely with the PMO, Product Management, Product Development, Integration and Operations teams throughout the lifecycle of the customer program to ensure that all contractual requirements are met.
For systems in operation, the Business Analyst will work with the customer on defining system enhancements, both customer led and Vix product led.
Ultimately the goal is to enable Vix to provide our customers with industry leading solutions that satisfy their business needs in transit fare collection and payment. Doing this, while ensuring the delivered systems are aligned with the Vix product and service strategy and thus providing a strong revenue and profit stream for the business.

Translating customer business requirements into technical system requirements and specifications aligned with the Vix product and service strategy
Structure documentation of the system requirements and specifications. Providing clarification to the customer and system implementers as required.
Managing the scope of the project throughout the entire lifecycle
Tracing all requirements through to delivery to the customer
Leading the customer through the change management process
Participate in testing activities to ensure that requirements are met
Guide the customer through customer acceptance testing
Use the Vix standard requirements management tools and processes for all activities
Identify and manage requirements requiring customisation to the Vix product suite.

Essential Skills and Qualifications
Technical expertise and/or demonstrated experience in structured business or systems analysis
Degree in computer science, business or related discipline
Commercial sensibility
Customer focused
Strong problem-solving skills
Ability to translate often vague customer requirements into precise technical requirements
Previous experience with analysis tools
Strong influencer and negotiator
Collaborative leadership style
Strong written and verbal communicator
Logical and structured
Ability to prioritise effectively
Proven ability to deliver under pressure
Able to display confidence, technical expertise, and gravitas as appropriate to the circumstance
Essential Knowledge and Experience
Experience and/or knowledge in fare collection and/or payment solutions
Experience in complex combined hardware software systems delivery
Proven experience in managing a large body of complex system requirements
Experience working with a distributed delivery team
Desirable Knowledge and Experience
Transit standards and technology
Software development experience
Experience in cloud-based systems and deployment methods
Knowledge of databases
Knowledge of security standards
Relevant payment or security training/qualifications",70,91,49,"Phoenix","AZ",NA,"100-500 million",2.9,"501 to 1000 employees","Computer Hardware & Software","Information Technology","Company - Private",NA,"Vix Technology UK Limited",33.4484,-112.074142
"685",10080,"Senior Business Analyst","Do you have a passion for customer experience and a mindset for data-driven problem solving? Do you want to be part of a team forging new ways to experience Amazon deliveries? We turned the transportation industry on its head by offering 363 day-a-year delivery, what will we do next?
Amazon Transportation Services is looking for a talented Senior Business Analyst who will own analytics and develop solutions to drive insights and optimization for driving Performance improvements. As a member of this team, you will have an opportunity to be a thought leader in Amazon Logistics and work with a group of talented program managers, product managers, research scientists, software developers, and business leaders to design the Amazon network of the future. This position requires superior analytical thinking, the ability to quickly approach large ambiguous problems and apply analytics, technical and engineering expertise to rapidly analyze, validate, visualize, prototype and deliver solutions. This position also requires significant cross functional activity and integration with transportation, tech, operations and finance. Successful candidates must thrive in a fast paced environment.
As you further your career as a Senior Business Analyst at Amazon, you will focus on improving corporate reporting frameworks and data visualization. You will analyze performance data, discover and solve real world problems and build metrics and business cases to improve decision making. We are focused on your success and want to build strong leaders within Amazon Transportation Services. You can expect to leverage your analytical skills and have full ownership of the projects you work on.


Responsibilities:

﹞
﹞ Manipulating/mining data from databases ( SQL Server, Redshift, Oracle DW)
﹞
﹞ Create automated metrics, reports and dashboards using complex databases, data warehouses and web application technologies
﹞
﹞ Providing analytical network support to improve quality and standard work results
﹞
﹞ Root cause research to identify process breakdowns within departments and providing data through use of various skill sets to find solutions to breakdown
﹞
﹞ Collaborate with BI/Data Engineer teams and drive the collection of new data and the refinement of existing data sources to continually improve data quality
﹞
﹞ Foster culture of continuous engineering improvement through mentoring, feedback, and metrics





Basic Qualifications

﹞ 3+ years of strong quantitative and qualitative experience in Logistics/Supply Chain, Transportation, Engineering or Business experience
﹞
﹞ Bachelor's Degree in Engineering, Math, Statistics, Finance, Computer Science, Logistics/Transportation or related industry experience
﹞
﹞ Proficiency with TABLEAU, Quicksight, Microsoft Excel to include making charts, data manipulation, pivot tables, creating macros, and visual basic knowledge
﹞
﹞ Able to write SQL scripts for analysis and reporting (Redshift, SQL, MySQL)
﹞
﹞ Experience in Statistical Software such as R, SAS, SPSS, MINITAB
﹞
﹞ Experience using one or more - VBA, Python, MATLAB, Java, C++ programming languages



Preferred Qualifications

﹞ Masters degree or higher in Engineering, Math, Finance, Statistics, Computer Science, or other technical field from an accredited university
﹞
﹞ Familiarity with the processes used in Amazon fulfillment network and supply chain operations
﹞
﹞ Experience with statistical analysis, regression modeling and forecasting, time series analysis, data mining, financial analysis, and demand modeling
﹞
﹞ Experience processing, filtering, and presenting large quantities (100K to Millions of rows) of data
﹞
﹞ Excellent written and verbal communication skills. The role requires effective communication with colleagues from computer science, operations research and business backgrounds.
﹞
﹞ Experience with Amazon Quality operations and/or Standard Work


Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",70,91,49,"Tempe","AZ",NA,"10+ billion",3.9,"10000+ employees","Internet","Information Technology","Company - Public",26,"Amazon",33.4255,-111.940009
"686",10081,"Business Analyst","Business Analyst

Job Title

Business Analyst

Job
ID

780189

Location

Phoenix,

AZ

85027

Other Location

Description

Career Evolutions is looking for a Business Systems Analyst for a growing SaaS company in Phoenix. This is an excellent career opportunity with a compensation up to $90,000.

You will be a key liaison between the users, technology team and outside business partners. You will focus on all customer facing applications. You will be responsible in working closely with business users in determining and documenting their needs especially in communicating on non-technical levels. You will design, test and implement packaged applications as well as custom development items including functional analysis and design, creation of test plans and user acceptance testing.

Job Responsibilities
Participate in packaged and custom application implementations projects.
Conduct analysis activities associated with process definition and design and business operations optimization with the goal of achieving company objectives.
Act as a liaison between business users and Information Technology team members and outside business partners to gather and document detailed business and technical requirements. Conduct needs assessment with business users, understand and document such needs.
When changes to the requirements occur, conducts impact analysis and recommends follow-through actions.
Develop test conditions, case outlines, test plans, and detailed test scripts for a defined set of business factors. Coordinate and conduct user acceptance testing, review test results with users to ensure solutions meet business requirements.
Communicate effectively and work co-operatively with IT team members, business users and outside business partners in order to complete assigned projects as efficiently as possible.
Identify issues and risks and provide alternative courses of action to achieve business and organization goals and objectives.
Establish functional expertise in specified application(s) and associated business processes.
Assist business users and other Information Technology team members and outside business partners in identifying and troubleshooting the production environment.
Build, develop, and grow relationships with business users, outside business partners and other stakeholders in order to establish mutual trust and provide a foundation for high level project partnership.
Job Qualifications
Bachelor Degree Business Administration, Computer Science or a related field
5+ years of experience in information technology
Experience working in an IT capacity for a company with retail operations preferred
Experience with Business Intelligence and Analytics (Plus)
Experience in Product Management (Plus)
Founded in 2008, Career Evolutions is a leading Executive Search based in Scottsdale, Arizona. Career Evolutions provides products and services to identify top talent, develop employees, and maximize human capital to enhance the bottom line. For more info, please visit www.careerevolutions.net, check out our Current Opportunities, and contact us via phone 480.626.5253.",70,91,49,"Phoenix","AZ",NA,"<1 million",2.5,"1 to 50 employees","","","Company - Private",NA,"Career Evolutions",33.4484,-112.074142
"687",10082,"Data Control Business Analyst","Description


Do you want your voice heard and your actions to count?

Discover your opportunity with Mitsubishi UFJ Financial Group (MUFG), the 5th largest financial group in the world (as ranked by S&P Global, April 2018). In the Americas, were 14,000 colleagues, striving to make a difference for every client, organization, and community we serve. We stand for our values, developing positive relationships built on integrity and respect. Its part of our culture to put people first, listen to new and diverse ideas and collaborate toward greater innovation, speed and agility. Were a team that accepts responsibility for the future by asking the tough questions and owning the solutions. Join MUFG and be empowered to make your voice heard and your actions count.

Data Control Business Analyst

Job Summary:

We are looking to hire an experienced downstream business analyst to support a hard-working business analyst team IT project execution. The role will work as a business analyst within the compliance track under the Business Solutions Team, specifically supporting AML, Sanctions Transaction Monitoring, Payments, and Cross Border Data Projects. This candidate will provide the analysis and support from BST perspective for respective compliance driven projects or production requests. As a project support analyst, you will need to balance project execution and production support to ensure appropriate deliverables are meant on time and with high quality.

First, you will support back office end users and IT management to help back office organization continually meet compliance production needs. The successful candidate will serve as a centralized back office compliance representative, providing guidance to influence operating decisions to ensure regulatory compliance.

Responsibilities:
As a Business Analyst Lead who interfaces between with business users and IT for collaboration on reporting requirements, support, application improvements and regulatory driven projects
Conduct detail assessment and analysis of Compliance Project requirements, policy, processes and procedures
Ability to conduct /host the large Working Group sessions, document the processes, requirements, derive process maps, create and manage workflows
Experience in training of Relationship Analysts who collaborate with the business units and IT
Development and maintenance of End User policy and procedure and standard methodologies.
Coordination with various business lines and management regarding end user computing to effectively support business function
Strategic execution of Business Solutions supported systems to business line managers and IT for execution, integration and maintenance of compliance
Interact with IT where vital to develop a harmonized compliance solutions
Work with on-site and Off-shore IT to provide business units with compliance requirements
Provide and implement tactical and strategic governance and plan for Compliance environment.
Conduct Proactive reviews of Customer Onboarding Operations related user, customer and control processes to ensure conformance to applicable policy and standards.
Oversight of corrective action plan remediation in relation to AML, Sanctions & Payments across Markets and Securities Services Operations.
Ensuring that significant risks are appropriately and timely identified and intensified through appropriate channels.
Provide analytics and compliance support to the integrated partners

Qualifications
Bachelors degree with a specific focus on Economics, Business, Finance, or Accounting
Prefer Advanced Degree (MBA or Masters)
4 + years of demonstrated ability in corporate banking operations in any capacity (deposit, lending etc.)
Solid Understanding of core banking, AML / Sanctions / Regulatory, Data Analysis, IT Systems
Familiarity with the business offerings of Compliance, Core Banking, Payments, Loans
Track record of delivering to demanding standards of quality and accuracy
Strong organizational skills with ability to multi-task
Document Business Requirements, Functional Requirements, Testing coordination
Proficient in metrics/analytics assessment and reporting
Leading, organizing and prioritizing multiple tasks and responsibilities
Ability to work under tight deadlines and / or unexpected changes
Willingness to question/challenge existing processes and ensure a satisfactory outcome
Superb communication and relationship skills across all management levels
Analytical with attention to detail and strong problem solving skills
Proactive, able to take the lead in devising creative solutions
Efficient teammate
Strong MS Office Suite skills, , MS Visio, JIRA
The above statements are intended to describe the general nature and level of work being performed. They are not intended to be construed as an exhaustive list of all responsibilities duties and skills required of personnel so classified.

We are proud to be an Equal Opportunity / Affirmative Action Employer and committed to leveraging the diverse backgrounds, perspectives, and experience of our workforce to create opportunities for our colleagues and our business. We do not discriminate in employment decisions on the basis of any protected category.

A conviction is not an absolute bar to employment. Factors such as the age of the offense, evidence of rehabilitation, seriousness of violation, and job relatedness are considered in all employment decisions. Additionally, it's the bank's policy to only inquire into a candidate's criminal history after an offer has been made. Federal law prohibits banks from employing individuals who have been convicted of, or received a pretrial diversion for, certain offenses.",64,85,43,"Tempe","AZ",NA,"10+ billion",3.1,"10000+ employees","Banks & Credit Unions","Finance","Company - Public",156,"MUFG",33.4255,-111.940009
"688",10083,"Senior Business Analyst","Covetrus is a global animal-health technology and services company dedicated to empowering veterinary practice partners to drive improved health and financial outcomes. Were bringing together products, services, and technology into a single platform that connects our customers to the solutions and insights they need to work best. Our passion for the well-being of animals and those who care for them drives us to advance the world of veterinary medicine. Covetrus is headquartered in Portland, Maine, with more than 5,000 employees, serving over 100,000 customers around the globe.

SUMMARY
The Senior Business Analyst is responsible for product execution throughout the product lifecycle, including conducting research, creating and aligning product strategy with corporate strategy, defining the product roadmap, requirements gathering and documentation, release management and readiness of their products, measuring the effects of these activities, and using metrics to feedback into the process. This role has an additional critical function of working closely with other product managers to align roadmaps and works closely with other stakeholders to define the product strategies.

ESSENTIAL DUTIES AND RESPONSIBILITIES include the following. Other duties may be assigned.
Communicate clear priorities and status of roadmap items to all stakeholders. Responsible for maintaining relationships and understanding expectations.
Work closely with internal customers in order to understand customer issues and propose solutions.
Manage, coordinate, and establish priorities for complete product life-cycle including the planning, design, development, testing, implementation, and commercialization of business solutions.
Support the creation of business cases for future project proposals, highlighting how new business opportunities are expected to promote sustainable business growth.
Work with cross-company product managers to ensure strategic product roadmaps are successfully executed.
Implement key metrics for product features and analyze metrics to verify objectives are progressing as planned.
Initiate marketing strategies, maintain product development roadmaps, and execute product launch activities.
Participate in and foster a working environment where creativity, innovation, ownership, and teamwork are encouraged and rewarded.
SUPERVISORY RESPONSIBILITIES

None
QUALIFICATIONS:
EDUCATION AND/OR EXPERIENCE
Bachelors degree in Computer Science, Engineering or Business/Marketing Degree with Computer Science minor, or equivalent work experience
7+ years of software product management/business analyst experience
Experience in an AGILE working environment
Industry experience in IT-enabled healthcare or animal health is highly desirable.
Exposure to project management/information sharing tools like JIRA, Confluence, Lucid Charts, Balsamiq, etc. highly desirable.
CERTIFICATES, LICENSES, REGISTRATIONS
None
COMPETENCIES (SKILLS AND ABILITIES)
Deep understanding of Agile product lifecycle; including planning, development, and implementation.
Exceptional communication, presentation, active listening, analytical, and financial skills.
Strong leadership capabilities with experience in managing cross-functional teams, especially in highly leveraged, fast growth environments.
Ability to think critically and creatively and to contribute in a team environment.
PHYSICAL DEMANDS/WORK ENVIRONMENT

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Pet friendly environment
Extensive computer work
Covetrus is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law.",64,85,43,"Phoenix","AZ",NA,"2-5 billion",3.2,"5001 to 10000 employees","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Company - Public",1,"COVETRUS INC",33.4484,-112.074142
